,free_win_rate,paid_win_rate,place,total_paid,win_rate,overall.first,overall.races,overall.second,overall.third,horse_id
0,2.65,0.0,15.49,0.014396,2.11,3,142,8,11,33824
0,5.56,0.0,11.11,0.0,5.56,6,108,2,4,427052
0,7.69,0.0,28.21,0.01743,7.69,3,39,3,5,427055
0,11.11,9.09,27.54,0.08608799999999998,10.14,7,69,7,5,33841
0,0.0,0.0,12.5,0.0,0.0,0,8,1,0,164914
0,7.84,0.0,9.8,0.06456,7.84,4,51,1,0,427057
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,427060
0,4.56,4.35,20.61,0.050447,4.55,15,330,22,31,427061
0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,427058
0,0.0,0.0,7.41,0.0,0.0,0,54,2,2,427065
0,10.0,7.5,27.38,0.17659572,9.76,41,420,35,39,427067
0,4.76,0.0,9.52,0.026975,4.76,1,21,1,0,427068
0,4.82,0.0,28.92,0.00340215,4.82,4,83,7,13,427069
0,8.33,0.0,8.33,0.0,8.33,1,12,0,0,427070
0,6.41,0.0,24.4,0.00918,5.95,10,168,7,24,427071
0,0.0,0.0,10.0,0.0,0.0,0,10,0,1,427072
0,0.0,0.0,15.38,0.00201,0.0,0,13,0,2,164929
0,4.71,3.27,22.22,0.318595,4.22,19,450,38,43,427073
0,0.0,0.0,16.9,0.00228,0.0,0,71,7,5,295995
0,0.0,0.0,37.5,0.0,0.0,0,8,1,2,427078
0,6.45,0.0,33.33,0.01618,6.41,10,156,27,15,427082
0,4.0,0.0,12.0,0.00114,4.0,1,25,1,1,164940
0,1.31,0.0,7.19,0.03048,1.31,2,153,5,4,427084
0,0.0,0.0,16.67,0.0,0.0,0,24,2,2,427086
0,12.9,0.0,35.29,0.03730543,11.76,16,136,18,14,427087
0,13.43,0.0,26.47,0.0,13.24,9,68,1,8,427088
0,11.41,3.13,25.41,0.057822,9.94,18,181,17,11,427093
0,0.0,0.0,1.56,0.0,0.0,0,64,0,1,427095
0,0.0,0.0,13.79,0.04341,0.0,0,29,2,2,427102
0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33890
0,0.0,0.0,8.82,0.0,0.0,0,34,2,1,427108
0,0.0,0.0,16.67,0.0,0.0,0,12,0,2,427109
0,12.8,13.92,29.52,0.27039225,13.01,108,830,75,62,164968
0,9.73,5.47,23.37,0.98841588,7.75,64,826,75,54,427112
0,8.33,0.0,20.83,0.06456,8.33,2,24,2,1,427113
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,427116
0,0.0,0.0,12.5,0.0,0.0,0,8,0,1,427117
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,427118
0,0.0,0.0,24.14,0.0,0.0,0,29,4,3,427119
0,1.2,0.0,4.71,0.0,1.18,1,85,2,1,427122
0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,427123
0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,427125
0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,427127
0,1.35,0.0,23.08,0.010125,1.28,1,78,4,13,427128
0,8.33,3.62,26.8,1.0833014,6.74,44,653,68,63,427129
0,7.92,2.99,24.39,0.135554,7.58,74,976,69,95,33914
0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,215153
0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,427134
0,0.0,0.0,11.83,0.0066,0.0,0,93,4,7,427135
0,9.29,4.55,30.86,0.053784,8.64,14,162,22,14,427138
0,11.96,20.73,29.16,1.646778,15.88,331,2085,151,126,165000
0,3.64,0.0,16.67,0.013185,3.03,2,66,6,3,427151
0,7.58,3.45,22.11,0.04158,6.32,6,95,7,8,427156
